name	doi	citation	img_path	research_snippet
MODIStsp	10.1177/0962280219856380	Nelli, L., Ferguson, H. M., & Matthiopoulos, J. (2019). Achieving explanatory depth and spatial breadth in infectious disease modelling: Integrating active and passive case surveillance. Statistical Methods in Medical Research, 096228021985638. <https://doi.org/10.1177/0962280219856380>	img/NelliEtal2019StatisticalMethodsInMedicalResearch.png	infectious disease modelling
plotly	10.1093/bioinformatics/btz409	Glicksberg, B. S., Oskotsky, B., Thangaraj, P. M., Giangreco, N., Badgeley, M. A., Johnson, K. W., … Butte, A. J. (2019). PatientExploreR: an extensible application for dynamic visualization of patient clinical history from electronic health records in the OMOP common data model. Bioinformatics. <https://doi.org/10.1093/bioinformatics/btz409>	NA	visualization of patient clinical history
tacmagic	10.1111/jon.12646	Brown, E. E., Rashidi‐Ranjbar, N., Caravaggio, F., Gerretsen, P., Pollock, B. G., … Mulsant, B. H. (2019). Brain Amyloid PET Tracer Delivery is Related to White Matter Integrity in Patients with Mild Cognitive Impairment. Journal of Neuroimaging. <https://doi.org/10.1111/jon.12646>	img/BrownEtal2019JournalOfNeuroimaging.png	Alzheimer's disease
rentrez	10.1016/j.csbj.2019.06.019	Koppelstaetter, C., Leierer, J., Rudnicki, M., Kerschbaum, J., Kronbichler, A., Melk, A., … Perco, P. (2019). Computational Drug Screening Identifies Compounds Targeting Renal Age-associated Molecular Profiles. Computational and Structural Biotechnology Journal, 17, 843–853. <https://doi.org/10.1016/j.csbj.2019.06.019>	NA	compounds targeting renal age-associated molecular profiles
pdftools	10.1007/978-3-030-22646-6_3	Calero Valdez A., Ziefle M. (2019) Trends and Changes in the Field of HCI the Last Decade from the Perspective of HCII Conference. In: Kurosu M. (eds) Human-Computer Interaction. Perspectives on Design. HCII 2019. Lecture Notes in Computer Science, vol 11566. Springer, Cham <https://doi.org/10.1007/978-3-030-22646-6_3>	NA	trends and changes in human computer interaction research
rfishbase	10.1093/icb/icz119	Alfaro, M. E., Karan, E., Schwartz, S. T., & Shultz, A. J. (2019). The Evolution of Color Pattern in Butterflyfishes (Chaetodontidae). Integrative and Comparative Biology. <https://doi.org/10.1093/icb/icz119>	img/AlfaroEtal2019Integrative&ComparativeBiology.png	color pattern in Butterflyfishes
rgbif	10.1002/ecy.2817	Butterfield, B. J., Holmgren, C. A., Anderson, R. S., & Betancourt, J. L. (2019). Life history traits predict colonization and extinction lags of desert plant species since the Last Glacial Maximum. Ecology. <https://doi.org/10.1002/ecy.2817>	NA	colonization and extinction lags of desert plant species
CoordinateCleaner	10.1002/ecy.2817	Butterfield, B. J., Holmgren, C. A., Anderson, R. S., & Betancourt, J. L. (2019). Life history traits predict colonization and extinction lags of desert plant species since the Last Glacial Maximum. Ecology. <https://doi.org/10.1002/ecy.2817>	NA	colonization and extinction lags of desert plant species
rfishbase	10.1086/704713	Kovalenko, K. E., Johnson, L. B., Brady, V. J., Ciborowski, J. J. H., Cooper, M. J., Gathman, J. P., … Uzarski, D. G. (2019). Hotspots and bright spots in functional and taxonomic fish diversity. Freshwater Science, 000–000. <https://doi.org/10.1086/704713>	img/KovalenkoEtal2019FreshwaterScience.png	functional and taxonomic fish diversity
rentrez	10.1038/s41598-019-45857-x	Ferraz, M. de A. M. M., Carothers, A., Dahal, R., Noonan, M. J., & Songsasen, N. (2019). Oviductal extracellular vesicles interact with the spermatozoon’s head and mid-piece and improves its motility and fertilizing ability in the domestic cat. Scientific Reports, 9(1). <https://doi.org/10.1038/s41598-019-45857-x>	NA	influence of oviductal extracellular vesicles on sperm function in domestic cats
tesseract	10.1109/compsac.2019.10184	Saxena, P., Saxena, D., Nie, X., Helmers, A., Ramachandran, N., Sakib, N., & Ahamed, S. (2019). Feature Boosting in Natural Image Classification. 2019 IEEE 43rd Annual Computer Software and Applications Conference (COMPSAC). <https://doi.org/10.1109/compsac.2019.10184>	img/SaxenaEtal2019IEEEConferencePaper.png	natural image classification
MODIStsp	10.1007/978-3-030-24302-9_51	Pilogallo, A., Saganeiti, L., Scorza, F., & Murgante, B. (2019). Investigating Urban Growth Dynamic – Land Surface Temperature Relationship. Lecture Notes in Computer Science, 701–710. <https://doi.org/10.1007/978-3-030-24302-9_51>	NA	urban growth dynamics
neotoma	NA	Sang, Zihaohan. No-analog ecological communities since the last glacial maximum inferred from fossil pollen records for North America. Diss. University of Alberta, 2019. <https://sites.ualberta.ca/~ahamann/people/pdfs/Sang_2019_MSc.pdf>	img/Sang2019MScThesis.png	no-analog ecological communities
plotly	10.3390/cells8070675	Xia, Liu, Zhang, & Guo. (2019). GEDS: A Gene Expression Display Server for mRNAs, miRNAs and Proteins. Cells, 8(7), 675. <https://doi.org/10.3390/cells8070675>	NA	gene expression web application
plotly	NA	Burkett, Kaitlyn E. Who Is Ready To Retire: Your Average Life Expectancy And The Savings Needed To Support You. Diss. Appalachian State University, 2019. <https://libres.uncg.edu/ir/asu/f/Burkett_Kaitlyn_2019_Thesis.pdf>	NA	retirement savings
rfishbase	10.20944/preprints201907.0030.v1	Valdez, J. W., & Mandrekar, K. (2019). Assessing the Species in the CARES Preservation Program and the Role of Aquarium Hobbyists in Freshwater Fish Conservation. <https://doi.org/10.20944/preprints201907.0030.v1>	NA	role of aquarium hobbyists in freshwater fish conservation
rgbif	10.1016/j.ecolind.2019.105539	Correia, R. A., Ruete, A., Stropp, J., Malhado, A. C. M., dos Santos, J. W., Lessa, T., … Ladle, R. J. (2019). Using ignorance scores to explore biodiversity recording effort for multiple taxa in the Caatinga. Ecological Indicators, 106, 105539. <https://doi.org/10.1016/j.ecolind.2019.105539>	img/CorreiaEtal2019EcologicalIndicators.png	ignorance scores to measure recording effort
hunspell	10.2196/14499	Lin, C., Lou, Y.-S., Tsai, D.-J., Lee, C.-C., Hsu, C.-J., Wu, D.-C., … Fang, W.-H. (2019). Projection Word Embedding Model With Hybrid Sampling Training for Classifying ICD-10-CM Codes: Longitudinal Observational Study. JMIR Medical Informatics, 7(3), e14499. <https://doi.org/10.2196/14499>	NA	word embeddings for electronic health records
RNeXML	10.1186/s12859-019-2982-3	Stöver, B. C., Wiechers, S., & Müller, K. F. (2019). JPhyloIO: a Java library for event-based reading and writing of different phylogenetic file formats through a common interface. BMC Bioinformatics, 20(1). <https://doi.org/10.1186/s12859-019-2982-3>	NA	Java library for reading/writing phylogenetic file formats
spocc	10.1111/mec.15182	Myers, E. A., Xue, A. T., Gehara, M., Cox, C., Davis Rabosky, A. R., Lemos‐Espinal, J., … Burbrink, F. T. (2019). Environmental Heterogeneity and Not Vicariant Biogeographic Barriers Generate Community Wide Population Structure in Desert Adapted Snakes. Molecular Ecology. <https://doi.org/10.1111/mec.15182>	img/MyersEtal2019MolecularEcology.png	community structure in desert snakes
fingertipsR	NA	Van Schaik, P., Peng, Y., Ojelabi, A., & Ling, J. (2019). Explainable statistical learning in public health for policy development: the case of real-world suicide data. BMC medical research methodology, 19(1), 152. <https://bmcmedresmethodol.biomedcentral.com/articles/10.1186/s12874-019-0796-7>	NA	open data, statistics, and public health
taxize	10.1111/jbi.13653	Hagen, O., Vaterlaus, L., Albouy, C., Brown, A., Leugger, F., Onstein, R. E., … Pellissier, L. (2019). Mountain building, climate cooling and the richness of cold‐adapted plants in the Northern Hemisphere. Journal of Biogeography. <https://doi.org/10.1111/jbi.13653>	img/HagenEtal2019JounalOfBiogeography.png	the origins of cold-adapted plant species diversity
plotly	10.1038/s41467-019-11139-3	Carlström, K. E., Ewing, E., Granqvist, M., Gyllenberg, A., Aeinehband, S., Enoksson, S. L., … Piehl, F. (2019). Therapeutic efficacy of dimethyl fumarate in relapsing-remitting multiple sclerosis associates with ROS pathway in monocytes. Nature Communications, 10(1). <https://doi.org/10.1038/s41467-019-11139-3>	img/CarlstromEtal2019NatureCommunications.png	efficacy of a treatment for multiple sclerosis
plotly	10.2991/ijcis.d.190618.001	Dag, O., Karabulut, E., & Alpar, R. (2019). GMDH2: Binary Classification via GMDH-Type Neural Network Algorithms—R Package and Web-Based Tool. International Journal of Computational Intelligence Systems, 12(2), 649. <https://doi.org/10.2991/ijcis.d.190618.001>	NA	web application for neural network algorithms
CoordinateCleaner	10.1111/jbi.13633	Wüest, R. O., Zimmermann, N. E., Zurell, D., Alexander, J. M., Fritz, S. A., Hof, C., … Karger, D. N. (2019). Macroecology in the age of Big Data – Where to go from here? Journal of Biogeography. <https://doi.org/10.1111/jbi.13633>	NA	recent developments in macroecology research
rnoaa	NA	Saunders, K. R., Stephenson, A. G., & Karoly, D. J. (2019). A Regionalisation Approach for Rainfall based on Extremal Dependence. arXiv preprint <https://arxiv.org/pdf/1907.05750.pdf>	img/SaundersEtal2019arXiv-preprint.png	a statistical regionalisation approach for rainfall extremes
rentrez	10.1111/2041-210x.13276	Collins, R. A., Bakker, J., Wangensteen, O. S., Soto, A. Z., Corrigan, L., Sims, D. W., … Mariani, S. (2019). Non‐specific amplification compromises environmental DNA metabarcoding with COI. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.13276>	NA	metabarcoding methods
USABoundaries	10.31223/osf.io/k9wv6	Elsner, J. B., & Schroder, Z. (2019, July 18). Tornado damage ratings estimated with cumulative logistic regression. <https://doi.org/10.31223/osf.io/k9wv6>	NA	a statistical model to estimate tornado damage ratings
plotly	10.1177/0748730419862474	Abhilash, L., & Sheeba, V. (2019). RhythmicAlly: Your R and Shiny–Based Open-Source Ally for the Analysis of Biological Rhythms. Journal of Biological Rhythms, 074873041986247. <https://doi.org/10.1177/0748730419862474>	NA	a shiny application for biological rhythms
rotl	10.1111/ele.13343	Peters, A., Delhey, K., Nakagawa, S., Aulsebrook, A., & Verhulst, S. (2019). Immunosenescence in wild animals: meta‐analysis and outlook. Ecology Letters. <https://doi.org/10.1111/ele.13343>	img/PetersEtal2019EcologyLetters.png	immunosenescence in wild animals
rentrez	10.1186/s12864-019-5952-2	Die, J. V., Elmassry, M. M., LeBlanc, K. H., Awe, O. I., Dillman, A., & Busby, B. (2019). geneHummus: an R package to define gene families and their expression in legumes and beyond. BMC Genomics, 20(1). <https://doi.org/10.1186/s12864-019-5952-2>	NA	an R pkg to define gene families in legumes
FedData	10.3390/w11081540	Saadi, M., Oudin, L., & Ribstein, P. (2019). Random Forest Ability in Regionalizing Hourly Hydrological Model Parameters. Water, 11(8), 1540. <https://doi.org/10.3390/w11081540>	NA	hydrological modelling
rgbif	10.3390/data4030107	Jaganathan, G. K., & Dalrymple, S. E. (2019). Internal Seed Structure of Alpine Plants and Extreme Cold Exposure. Data, 4(3), 107. <https://doi.org/10.3390/data4030107>	NA	seed structure of alpine plants
taxize	10.1093/cz/zoz037	Alhajeri, B. H., Porto, L., & Maestri, R. (2019). Habitat productivity is a poor predictor of body size in rodents. Current Zoology. <https://doi.org/10.1093/cz/zoz037>	NA	body size in rodents
rnaturalearth	10.1038/d41586-019-01885-1	Atickem, A., Stenseth, N. C., Fashing, P. J., Nguyen, N., Chapman, C. A., Bekele, A., … Kalbitzer, U. (2019). Build science in Africa. Nature, 570(7761), 297–300. <https://doi.org/10.1038/d41586-019-01885-1>	img/AtickemEtal2019Nature.png	building science in Africa
rgbif	10.1111/2041-210x.13276	Collins, R. A., Bakker, J., Wangensteen, O. S., Soto, A. Z., Corrigan, L., Sims, D. W., … Mariani, S. (2019). Non‐specific amplification compromises environmental DNA metabarcoding with COI. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.13276>	NA	metabarcoding methods
bold	10.1111/2041-210x.13276	Collins, R. A., Bakker, J., Wangensteen, O. S., Soto, A. Z., Corrigan, L., Sims, D. W., … Mariani, S. (2019). Non‐specific amplification compromises environmental DNA metabarcoding with COI. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.13276>	NA	metabarcoding methods
rfishbase	10.1111/2041-210x.13276	Collins, R. A., Bakker, J., Wangensteen, O. S., Soto, A. Z., Corrigan, L., Sims, D. W., … Mariani, S. (2019). Non‐specific amplification compromises environmental DNA metabarcoding with COI. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.13276>	NA	metabarcoding methods
plotly	10.1186/s12866-019-1545-0	Van der Veer, C., Bruisten, S. M., van Houdt, R., Matser, A. A., Tachedjian, G., van de Wijgert, J. H. H. M., … van der Helm, J. J. (2019). Effects of an over-the-counter lactic-acid containing intra-vaginal douching product on the vaginal microbiota. BMC Microbiology, 19(1). <https://doi.org/10.1186/s12866-019-1545-0>	NA	effects of over the counter lactic-acid on vaginal microbiota
assertr	10.18637/jss.v090.i06	Petersen, A. H., & Ekstrøm, C. T. (2019). dataMaid: Your Assistant for Documenting Supervised Data Quality Screening in R. Journal of Statistical Software, 90(6). <https://doi.org/10.18637/jss.v090.i06>	NA	data cleaning tools in R
rdhs	10.1136/bmjgh-2019-001582	Watson, O. J., Sumner, K. M., Janko, M., Goel, V., Winskill, P., Slater, H. C., … Parr, J. B. (2019). False-negative malaria rapid diagnostic test results and their impact on community-based malaria surveys in sub-Saharan Africa. BMJ Global Health, 4(4), e001582. <https://doi.org/10.1136/bmjgh-2019-001582>	NA	malaria diagnostic tests
fulltext	10.1093/gigascience/giz092	Piper, A. M., Batovska, J., Cogan, N. O. I., Weiss, J., Cunningham, J. P., Rodoni, B. C., & Blacket, M. J. (2019). Prospects and challenges of implementing DNA metabarcoding for high-throughput insect surveillance. GigaScience, 8(8). <https://doi.org/10.1093/gigascience/giz092>	NA	DNA metabarcoding for insect surveillance
rentrez	10.1093/gigascience/giz092	Piper, A. M., Batovska, J., Cogan, N. O. I., Weiss, J., Cunningham, J. P., Rodoni, B. C., & Blacket, M. J. (2019). Prospects and challenges of implementing DNA metabarcoding for high-throughput insect surveillance. GigaScience, 8(8). <https://doi.org/10.1093/gigascience/giz092>	NA	DNA metabarcoding for insect surveillance
bold	10.1093/gigascience/giz092	Piper, A. M., Batovska, J., Cogan, N. O. I., Weiss, J., Cunningham, J. P., Rodoni, B. C., & Blacket, M. J. (2019). Prospects and challenges of implementing DNA metabarcoding for high-throughput insect surveillance. GigaScience, 8(8). <https://doi.org/10.1093/gigascience/giz092>	NA	DNA metabarcoding for insect surveillance
rentrez	NA	Macip Sancho, G. 2019. Deciphering host-pathogen interactions at the biomembrane interface, key to target therapeutical approaches against Mycoplasma genitalium. Masters Thesis. Universitat Oberta de Catalunya. <http://hdl.handle.net/10609/97806>	NA	therapeutical approaches against Mycoplasma genitalium
MODIStsp	NA	Sobreiro, J. F. F. 2019. Vegetation multitemporal responses to hydroclimate variations in the Espinhaço Range (Brazil). Masters Thesis. <http://hdl.handle.net/11449/183096>	NA	vegetation response to climate variation
plotly	10.1186/s13040-019-0204-1	Brionne, A., Juanchich, A., & Hennequet-Antier, C. (2019). ViSEAGO: a Bioconductor package for clustering biological functions using Gene Ontology and semantic similarity. BioData Mining, 12(1). <https://doi.org/10.1186/s13040-019-0204-1>	NA	an R package for clustering biological functions
plotly	NA	Fernandez-Basso, C., Ruiz, M. D., Delgado, M., & Martin-Bautista, M. J. (2019, August). A comparative analysis of tools for visualizing association rules: A proposal for visualising fuzzy association rules. In 2019 Conference of the International Fuzzy Systems Association and the European Society for Fuzzy Logic and Technology (EUSFLAT 2019). Atlantis Press. <https://download.atlantis-press.com/article/125914842.pdf>	NA	a comparison of tools for visualising association rules
MODIStools	10.1007/s10344-019-1303-5	Zanin, M., Bergamaschi, C. L., Ferreira, J. R., Mendes, S. L., & Oliveira Moreira, D. (2019). Dog days are just starting: the ecology invasion of free-ranging dogs (Canis familiaris) in a protected area of the Atlantic Forest. European Journal of Wildlife Research, 65(5). <https://doi.org/10.1007/s10344-019-1303-5>	NA	invasion of free-ranging dogs in protected areas
hunspell	10.1016/j.foodqual.2019.103751	Luc, A., Lê, S., & Philippe, M. (2019). Nudging consumers for relevant data using Free JAR profiling: an application to product development. Food Quality and Preference, 103751. <https://doi.org/10.1016/j.foodqual.2019.103751>	NA	food consumers (cited only)
spelling	10.1016/j.foodqual.2019.103751	Luc, A., Lê, S., & Philippe, M. (2019). Nudging consumers for relevant data using Free JAR profiling: an application to product development. Food Quality and Preference, 103751. <https://doi.org/10.1016/j.foodqual.2019.103751>	NA	food consumers (cited only)
rredlist	10.1111/cobi.13404	Lennox, R. J., Veríssimo, D., Twardek, W. M., Davis, C. R., & Jarić, I. (2019). Sentiment analysis as a measure of conservation culture in scientific literature. Conservation Biology. <https://doi.org/10.1111/cobi.13404>	NA	measuring conservation beliefs with sentiment analysis
taxize	10.1111/cobi.13404	Lennox, R. J., Veríssimo, D., Twardek, W. M., Davis, C. R., & Jarić, I. (2019). Sentiment analysis as a measure of conservation culture in scientific literature. Conservation Biology. <https://doi.org/10.1111/cobi.13404>	NA	measuring conservation beliefs with sentiment analysis
skimr	NA	da Conceição António, N. M. (2019). Hotel Revenue Management: Using Data Science to Predict Booking Cancellations (Doctoral dissertation, ISCTE-IUL). <https://www.researchgate.net/profile/Nuno_Antonio/publication/334319208_Hotel_Revenue_Management_Using_Data_Science_to_Predict_Booking_Cancellations/links/5d246e94a6fdcc2462ce3339/Hotel-Revenue-Management-Using-Data-Science-to-Predict-Booking-Cancellations.pdf>	NA	using data to predict booking cancellations
chromer	10.1111/nph.16098	Han, T., Zheng, Q., Onstein, R. E., Rojas‐Andrés, B. M., Hauenschild, F., Muellner‐Riehl, A. N., & Xing, Y. (2019). Polyploidy promotes species diversification of Allium through ecological shifts. New Phytologist. <https://doi.org/10.1111/nph.16098>	NA	Allium species diversification
rredlist	10.1002/ecy.2856	Dawson, A., Paciorek, C. J., Goring, S. J., Jackson, S. T., McLachlan, J. S., & Williams, J. W. (2019). Quantifying trends and uncertainty in prehistoric forest composition in the upper Midwestern United States. Ecology. <https://doi.org/10.1002/ecy.2856>	NA	trends and uncertainty in prehistoric forests
rerddap	10.1073/pnas.1906766116	O’Farrell, S., Chollett, I., Sanchirico, J. N., & Perruso, L. (2019). Classifying fishing behavioral diversity using high-frequency movement data. Proceedings of the National Academy of Sciences, 201906766. <https://doi.org/10.1073/pnas.1906766116>	img/OFarrellEtal2019PNAS.png	fishing (human) behavior using movement data
rgbif	10.1038/s41598-019-47618-2	Hayden, B., Palomares, M. L. D., Smith, B. E., & Poelen, J. H. (2019). Biological and environmental drivers of trophic ecology in marine fishes - a global perspective. Scientific Reports, 9(1). <https://doi.org/10.1038/s41598-019-47618-2>	img/HaydenEtal2019ScientificReports.png	trophic ecology of marine fishes
rfishbase	10.1038/s41598-019-47618-2	Hayden, B., Palomares, M. L. D., Smith, B. E., & Poelen, J. H. (2019). Biological and environmental drivers of trophic ecology in marine fishes - a global perspective. Scientific Reports, 9(1). <https://doi.org/10.1038/s41598-019-47618-2>	img/HaydenEtal2019ScientificReports.png	trophic ecology of marine fishes
rentrez	10.1111/ppl.13018	Neugebauer, K., El‐Serehy, H. A., George, T. S., McNicol, J. W., Moraes, M. F., Sorreano, M. C. M., & White, P. J. (2019). The influence of phylogeny and ecology on root, shoot and plant ionomes of fourteen native Brazilian species. Physiologia Plantarum. <https://doi.org/10.1111/ppl.13018>	NA	influence of phylogeny and ecology on elemental composition of different plant species
pdftools	NA	Wagner, J. (2019). Using Advanced Analytics to Predict Risk for Grants Oversight. Masters Thesis. <https://jscholarship.library.jhu.edu/bitstream/handle/1774.2/61849/Wagner%2C%20Jennifer.pdf?sequence=1&isAllowed=y>	NA	analytical methods for grants oversight
spocc	10.1016/j.ecoinf.2019.100991	Pender, J. E., Hipp, A. L., Hahn, M., Kartesz, J., Nishino, M., & Starr, J. R. (2019). How sensitive are climatic niche inferences to distribution data sampling? A comparison of Biota of North America Program (BONAP) and Global Biodiversity Information Facility (GBIF) datasets. Ecological Informatics, 100991. <https://doi.org/10.1016/j.ecoinf.2019.100991>	img/PenderEtal2019EcologicalInformatics.png	GBIF vs. BONAP data for climatic niche inferences
rgbif	10.1016/j.ecoinf.2019.100991	Pender, J. E., Hipp, A. L., Hahn, M., Kartesz, J., Nishino, M., & Starr, J. R. (2019). How sensitive are climatic niche inferences to distribution data sampling? A comparison of Biota of North America Program (BONAP) and Global Biodiversity Information Facility (GBIF) datasets. Ecological Informatics, 100991. <https://doi.org/10.1016/j.ecoinf.2019.100991>	img/PenderEtal2019EcologicalInformatics.png	GBIF vs. BONAP data for climatic niche inferences
CoordinateCleaner	10.1016/j.ecoinf.2019.100991	Pender, J. E., Hipp, A. L., Hahn, M., Kartesz, J., Nishino, M., & Starr, J. R. (2019). How sensitive are climatic niche inferences to distribution data sampling? A comparison of Biota of North America Program (BONAP) and Global Biodiversity Information Facility (GBIF) datasets. Ecological Informatics, 100991. <https://doi.org/10.1016/j.ecoinf.2019.100991>	img/PenderEtal2019EcologicalInformatics.png	GBIF vs. BONAP data for climatic niche inferences
rotl	10.1098/rspb.2019.1277	Park, A. W. (2019). Food web structure selects for parasite host range. Proceedings of the Royal Society B: Biological Sciences, 286(1908), 20191277. <https://doi.org/10.1098/rspb.2019.1277>	img/Park2019PRSLB.png	food webs and parasites
rdhs	10.1371/journal.pone.0221178	Sánchez-Páez, D. A., & Ortega, J. A. (2019). Reported patterns of pregnancy termination from Demographic and Health Surveys. PLOS ONE, 14(8), e0221178. <https://doi.org/10.1371/journal.pone.0221178>	NA	pregnancy termination patterns
writexl	10.1016/j.dib.2019.104444	Ayodele Benjamin, E., Vincent, E., Claudius, A., Olatomiwa, L., & Dickson, E. (2019). Data-based investigation on the performance of an independent Gas turbine for electricity generation using real power measurements and other closely related parameters. Data in Brief, 104444. <https://doi.org/10.1016/j.dib.2019.104444>	NA	gas turbines in Nigeria
plotly	NA	Mendes, G., Paiva, J. G. S., & Schwartz, W. R. (2019, July). Point-Placement Techniques and Temporal Self-Similarity Maps for Visual Analysis of Surveillance Videos. In 2019 23rd International Conference Information Visualisation (IV) (pp. 127-132). IEEE. <https://ieeexplore.ieee.org/iel7/8798596/8811888/08811966.pdf>	NA	visual analysis of surveillance videos
plotly	10.1128/msphere.00454-19	Stewart, D. B., Wright, J. R., Fowler, M., McLimans, C. J., Tokarev, V., Amaniera, I., … Lamendella, R. (2019). Integrated Meta-omics Reveals a Fungus-Associated Bacteriome and Distinct Functional Pathways in Clostridioides difficile Infection. mSphere, 4(4). <https://doi.org/10.1128/msphere.00454-19>	NA	Clostridioides difficile infections
plotly	10.1016/j.celrep.2019.07.091	Lewis, M. J., Barnes, M. R., Blighe, K., Goldmann, K., Rana, S., Hackney, J. A., … Pitzalis, C. (2019). Molecular Portraits of Early Rheumatoid Arthritis Identify Clinical and Treatment Response Phenotypes. Cell Reports, 28(9), 2455–2470.e5. <https://doi.org/10.1016/j.celrep.2019.07.091>	NA	Rheumatoid arthritis
taxize	10.1002/ppp3.10064	Esperon‐Rodriguez, M., Power, S. A., Tjoelker, M. G., Beaumont, L. J., Burley, H., Caballero‐Rodriguez, D., & Rymer, P. D. (2019). Assessing the vulnerability of Australia’s urban forests to climate extremes. Plants, People, Planet. <https://doi.org/10.1002/ppp3.10064>	img/Esperon-RodriguezEtal2019PlantsPeoplePlanet.png	climate extremes and Australia’s urban forests
rgbif	10.1002/ppp3.10064	Esperon‐Rodriguez, M., Power, S. A., Tjoelker, M. G., Beaumont, L. J., Burley, H., Caballero‐Rodriguez, D., & Rymer, P. D. (2019). Assessing the vulnerability of Australia’s urban forests to climate extremes. Plants, People, Planet. <https://doi.org/10.1002/ppp3.10064>	img/Esperon-RodriguezEtal2019PlantsPeoplePlanet.png	climate extremes and Australia’s urban forests
rfishbase	10.1007/s10750-019-04044-9	Lacy, S. N., Corcoran, D., Alò, D., Lessmann, J., Meza, F., & Marquet, P. A. (2019). Main drivers of freshwater fish diversity across extra-tropical Southern Hemisphere rivers. Hydrobiologia. <https://doi.org/10.1007/s10750-019-04044-9>	img/LacyEtal2019Hydrobiologia.png	drivers of freshwater fish diversity
plotly	10.1371/journal.pone.0221368	Gonçalves, B., Coutinho, D., Exel, J., Travassos, B., Lago, C., & Sampaio, J. (2019). Extracting spatial-temporal features that describe a team match demands when considering the effects of the quality of opposition in elite football. PLOS ONE, 14(8), e0221368. <https://doi.org/10.1371/journal.pone.0221368>	NA	analysis of soccer/football games
gender	10.1139/facets-2018-0039	Urquhart-Cronish, M., & Otto, S. P. (2019). Gender and language use in scientific grant writing. FACETS, 4(1), 442–458. <https://doi.org/10.1139/facets-2018-0039>	NA	gender use in grant writing
biomartr	10.1111/eva.12860	Wegrzyn, J. L., Falk, T., Grau, E., Buehler, S., Ramnath, R., & Herndon, N. (2019). Cyberinfrastructure and resources to enable an integrative approach to studying forest trees. Evolutionary Applications. <https://doi.org/10.1111/eva.12860>	NA	studying forest trees
brranching	10.1002/ecs2.2831	Redmond, M. D., Morris, T. L., & Cramer, M. C. (2019). The cost of standing tall: wood nutrients associated with tree invasions in nutrient‐poor fynbos soils of South Africa. Ecosphere, 10(9). <https://doi.org/10.1002/ecs2.2831>	NA	tree invasions in South Africa
pdftools	10.3390/pharmacy7030130	Hanna, A., & Hanna, L.-A. (2019). Topic Analysis of UK Fitness to Practise Cases: What Lessons Can Be Learnt? Pharmacy, 7(3), 130. <https://doi.org/10.3390/pharmacy7030130>	NA	text-mining health care documents
hunspell	10.2217/fon-2019-0406	Ramagopalan, S. V., Malcolm, B., Merinopoulou, E., McDonald, L., & Cox, A. (2019). Automated extraction of treatment patterns from social media posts: an exploratory analysis in renal cell carcinoma. Future Oncology. <https://doi.org/10.2217/fon-2019-0406>	NA	extraction of treatment patterns from social media
rfishbase	10.1002/aqc.3215	Bayley, D. T. I., Mogg, A. O. M., Purvis, A., & Koldewey, H. J. (2019). Evaluating the efficacy of small‐scale marine protected areas for preserving reef health: A case study applying emerging monitoring technology. Aquatic Conservation: Marine and Freshwater Ecosystems. <https://doi.org/10.1002/aqc.3215>	NA	marine protected areas and reef health
rotl	10.1098/rsos.190040	Mihalitsis, M., & Bellwood, D. (2019). Functional implications of dentition-based morphotypes in piscivorous fishes. Royal Society Open Science, 6(9), 190040. <https://doi.org/10.1098/rsos.190040>	NA	functional implications of dentition differences in fishes
pangaear	10.5194/bg-16-3425-2019	Greco, M., Jonkers, L., Kretschmer, K., Bijma, J., & Kucera, M. (2019). Depth habitat of the planktonic foraminifera Neogloboquadrina pachyderma in the northern high latitudes explained by sea-ice and chlorophyll concentrations. Biogeosciences, 16(17), 3425–3437. <https://doi.org/10.5194/bg-16-3425-2019>	img/GrecoEtal2019Biogeosciences.png	explaining depth habitat of a plankton foraminiferan species
rgbif	NA	Flower, C. (2019). Food Plant Biogeography of the Sonoran Desert (Doctoral dissertation, Arizona State University). <https://search.proquest.com/docview/2275500833>	NA	food plant biogeography of the Sonoran Desert
fingertipsR	10.1177/0969141319871977	Rebolj, M., Parmar, D., Maroni, R., Blyuss, O., & Duffy, S. W. (In press). Concurrent participation in screening for cervical, breast, and bowel cancer in England. Journal of Medical Screening. <https://doi.org/10.1177/0969141319871977>	NA	participation of women in the UK in cancer screenings
rAltmetric	10.1002/hpm.2894	Sun, Z., Cang, J., Ruan, Y., & Zhu, D. (2019). Reporting gaps between news media and scientific papers on outdoor air pollution–related health outcomes: A content analysis. The International Journal of Health Planning and Management. <https://doi.org/10.1002/hpm.2894>	NA	gaps in air pollution reporting
rfishbase	10.1098/rspb.2019.1502	Friedman, M., Feilich, K. L., Beckett, H. T., Alfaro, M. E., Faircloth, B. C., Černý, D., … Harrington, R. C. (2019). A phylogenomic framework for pelagiarian fishes (Acanthomorpha: Percomorpha) highlights mosaic radiation in the open ocean. Proceedings of the Royal Society B: Biological Sciences, 286(1910), 20191502. <https://doi.org/10.1098/rspb.2019.1502>	img/FriedmanEtal2019PRSLB.png	a phylogenetic framework for pelagiarian fishes
